id,id_user,cups,date
1,4,1,2022-05-07
2,4,1,2022-05-07
3,4,1,2022-05-07
4,4,1,2022-05-09
5,4,1,2022-05-09
6,4,1,2022-05-12
7,4,1,2022-05-12
8,4,1,2022-05-12
