id,id_user,cups,date
1,1,1,2022-05-06
2,1,1,2022-05-06
3,1,1,2022-05-06
4,1,1,2022-05-06
5,1,1,2022-05-06
6,1,1,2022-05-07
7,1,1,2022-05-07
8,1,1,2022-05-07
9,1,1,2022-05-07
10,1,1,2022-05-07
