id,id_user,name,nutriscore,cal,fat,carbo,protein,date,meal
1,3,Toffee Nut Syrup,e,250,0.0,57.0,0.0,2022-05-09,3
2,3,Yaos estiko grego,a,46,0.1,4.5,6.8,2022-05-10,0
3,3,Super Frutos,d,52,0.5,13.0,0.5,2022-05-10,0
4,3,Massa Bologensa  Knorr,a,575,6.1,26.5,23.0,2022-05-10,1
5,3,Super Frutos,d,52,0.5,13.0,0.5,2022-05-10,3
6,3,Francesinha com Molho,e,1300,10.0,68.0,63.4,2022-05-10,2
7,3,Milka & Oreo,e,555,34.0,56.0,5.4,2022-05-10,1
8,3,Lindt dark cocoa 85%,e,584,46.0,19.0,12.5,2022-05-10,3
