id,id_user,cups,date
1,5,1,2022-05-06
2,5,1,2022-05-06
3,5,1,2022-05-07
4,5,1,2022-05-07
5,5,1,2022-05-07
6,5,1,2022-05-09
7,5,1,2022-05-09
8,5,1,2022-05-09
9,5,1,2022-05-14
10,5,1,2022-05-14
11,5,1,2022-05-14
12,5,1,2022-05-14
13,5,1,2022-05-14
14,5,1,2022-05-12
15,5,1,2022-05-12
16,5,1,2022-05-12
